id,firstname,lastname,full_name,birthday,age,weight,height,foot,club,national_team,country_of_birth,city_of_birth,position,role,status,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,matches_played,total_shots,accurate_shots,shot_accuracy,goals,shot_conversion,penalties_taken,penalties_scored,penalty_conversion,total_passes,accurate_passes,pass_accuracy,key_passes,assists,run_attempts_with_ball,successful_runs_with_ball,perc_successful_runs_with_ball,crosses,dribbles,free_kick_shots,free_kick_crosses,aerial_duels,aerial_duels_won,perc_aerial_duels_won,ground_defensive_duels_won,loose_ball_duels,loose_balls_won,perc_loose_balls_won,sliding_tackles,interceptions,clearances,blocks,possession_regained,own_goals,gk_balls_attacked,gk_save_attempts,gk_successful_save_attempts,perc_gk_save_success,cluster,top_knn_ids
40810,neymar,da silva santos junior,neymar da silva santos junior,1992-02-05,24,68,175,right,paris saint-germain fc,brazil,Brazil,Mogi das Cruzes,FW,LW,Active,70000000.0,180000000.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/68290-1669394812.jpg?lm=1,25.0,94.0,43.0,45.7%,15.0,16.0%,4.0,4.0,100.0%,1517.0,1216.0,80.2%,31.0,13.0,85.0,76.0,89.4%,21.0,178.0,6.0,12.0,17.0,7.0,41.2%,13.0,77.0,29.0,37.7%,1.0,22.0,0.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0%,4,[ 21385    118    118  25707    118    118  21077   3359 300485  11066]
263490,sehrou,guirassy,sehrou guirassy,1996-03-12,20,82,187,right,1. fc koln,,France,Arles,FW,CF,Active,10000000.0,15000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/270541-1531735677.jpg?lm=1,15.0,30.0,10.0,33.3%,2.0,6.7%,2.0,2.0,100.0%,200.0,163.0,81.5%,3.0,0.0,2.0,2.0,100.0%,1.0,16.0,0.0,0.0,134.0,66.0,49.3%,6.0,43.0,18.0,41.9%,2.0,16.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0%,4,[263490 263490 263490  99452  27955  20857  25741  25472  20728  20536]
263490,sehrou,guirassy,sehrou guirassy,1996-03-12,20,82,187,right,1. fc koln,,France,Arles,FW,CF,Active,10000000.0,15000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/270541-1531735677.jpg?lm=1,15.0,30.0,10.0,33.3%,2.0,6.7%,2.0,2.0,100.0%,200.0,163.0,81.5%,3.0,0.0,2.0,2.0,100.0%,1.0,16.0,0.0,0.0,134.0,66.0,49.3%,6.0,43.0,18.0,41.9%,2.0,16.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0%,4,[263490 263490 263490  99452  27955  20857  25741  25472  20728  20536]
263490,sehrou,guirassy,sehrou guirassy,1996-03-12,20,82,187,right,1. fc koln,,France,Arles,FW,CF,Active,10000000.0,15000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/270541-1531735677.jpg?lm=1,15.0,30.0,10.0,33.3%,2.0,6.7%,2.0,2.0,100.0%,200.0,163.0,81.5%,3.0,0.0,2.0,2.0,100.0%,1.0,16.0,0.0,0.0,134.0,66.0,49.3%,6.0,43.0,18.0,41.9%,2.0,16.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0%,4,[263490 263490 263490  99452  27955  20857  25741  25472  20728  20536]
263490,sehrou,guirassy,sehrou guirassy,1996-03-12,20,82,187,right,1. fc koln,,France,Arles,FW,CF,Active,10000000.0,15000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/270541-1531735677.jpg?lm=1,15.0,30.0,10.0,33.3%,2.0,6.7%,2.0,2.0,100.0%,200.0,163.0,81.5%,3.0,0.0,2.0,2.0,100.0%,1.0,16.0,0.0,0.0,134.0,66.0,49.3%,6.0,43.0,18.0,41.9%,2.0,16.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0%,4,[263490 263490 263490  99452  27955  20857  25741  25472  20728  20536]
263490,sehrou,guirassy,sehrou guirassy,1996-03-12,20,82,187,right,1. fc koln,,France,Arles,FW,CF,Active,10000000.0,15000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/270541-1531735677.jpg?lm=1,15.0,30.0,10.0,33.3%,2.0,6.7%,2.0,2.0,100.0%,200.0,163.0,81.5%,3.0,0.0,2.0,2.0,100.0%,1.0,16.0,0.0,0.0,134.0,66.0,49.3%,6.0,43.0,18.0,41.9%,2.0,16.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0%,4,[263490 263490 263490  99452  27955  20857  25741  25472  20728  20536]
263490,sehrou,guirassy,sehrou guirassy,1996-03-12,20,82,187,right,1. fc koln,,France,Arles,FW,CF,Active,10000000.0,15000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/270541-1531735677.jpg?lm=1,15.0,30.0,10.0,33.3%,2.0,6.7%,2.0,2.0,100.0%,200.0,163.0,81.5%,3.0,0.0,2.0,2.0,100.0%,1.0,16.0,0.0,0.0,134.0,66.0,49.3%,6.0,43.0,18.0,41.9%,2.0,16.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0%,4,[263490 263490 263490  99452  27955  20857  25741  25472  20728  20536]
263490,sehrou,guirassy,sehrou guirassy,1996-03-12,20,82,187,right,1. fc koln,,France,Arles,FW,CF,Active,10000000.0,15000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/270541-1531735677.jpg?lm=1,15.0,30.0,10.0,33.3%,2.0,6.7%,2.0,2.0,100.0%,200.0,163.0,81.5%,3.0,0.0,2.0,2.0,100.0%,1.0,16.0,0.0,0.0,134.0,66.0,49.3%,6.0,43.0,18.0,41.9%,2.0,16.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0%,4,[263490 263490 263490  99452  27955  20857  25741  25472  20728  20536]
263490,sehrou,guirassy,sehrou guirassy,1996-03-12,20,82,187,right,1. fc koln,,France,Arles,FW,CF,Active,10000000.0,15000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/270541-1531735677.jpg?lm=1,15.0,30.0,10.0,33.3%,2.0,6.7%,2.0,2.0,100.0%,200.0,163.0,81.5%,3.0,0.0,2.0,2.0,100.0%,1.0,16.0,0.0,0.0,134.0,66.0,49.3%,6.0,43.0,18.0,41.9%,2.0,16.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0%,4,[263490 263490 263490  99452  27955  20857  25741  25472  20728  20536]
335763,salomon junior,sambia,salomon junior sambia,1996-09-07,20,73,185,right,montpellier hsc,,France,Lyon,MD,RB,Active,3500000.0,6500000.0,2026-06-30 00:00:00,KS LawFirm,https://img.a.transfermarkt.technology/portrait/header/335147-1604256946.jpg?lm=1,28.0,23.0,9.0,39.1%,0.0,0.0%,0.0,0.0,0.0%,654.0,544.0,83.2%,2.0,3.0,16.0,16.0,100.0%,11.0,39.0,6.0,11.0,57.0,24.0,42.1%,15.0,64.0,20.0,31.2%,8.0,57.0,0.0,19.0,86.0,0.0,0.0,0.0,0.0,0.0%,3,[275243 224680  65596   6370  21169  25804 230020 372752 142755  70156]
8094,jack,butland,jack butland,1993-03-10,23,95,196,right,stoke city fc,england,England,Bristol,GK,GK,Active,1500000.0,22000000.0,2023-06-30 00:00:00,Triple S Sports,https://img.a.transfermarkt.technology/portrait/header/128899-1672916012.jpg?lm=1,35.0,0.0,0.0,0.0%,0.0,0.0%,0.0,0.0,0.0%,666.0,495.0,74.3%,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,12.0,11.0,91.7%,1.0,8.0,6.0,75.0%,2.0,61.0,0.0,0.0,63.0,1.0,57.0,220.0,159.0,72.3%,2,[ 8480 20832 49855 83574 86319 49968 12242 20483  8726  3429]
3543,borja,valero iglesias,borja valero iglesias,1985-01-12,31,73,175,right,fc internazionale milano,,Spain,Madrid,MD,CM,Active,,23000000.0,2023-06-30 00:00:00,Footfeel ISM  ,https://img.a.transfermarkt.technology/portrait/header/40372-1448527157.jpg?lm=1,36.0,17.0,8.0,47.1%,2.0,11.8%,0.0,0.0,0.0%,1967.0,1801.0,91.6%,4.0,0.0,22.0,22.0,100.0%,8.0,19.0,0.0,3.0,47.0,11.0,23.4%,30.0,72.0,31.0,43.1%,10.0,112.0,0.0,7.0,137.0,0.0,0.0,0.0,0.0,0.0%,1,[356237   8319  86301 116349    116 294695  40726  28122   3345 346195]
8126,jose miguel,da rocha fonte,jose miguel da rocha fonte,1983-12-22,33,75,191,right,lille osc metropole,portugal,Portugal,Penafiel,DF,CB,Active,700000.0,7000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/33829-1666690457.jpg?lm=1,16.0,10.0,2.0,20.0%,0.0,0.0%,0.0,0.0,0.0%,684.0,585.0,85.5%,0.0,1.0,0.0,0.0,0.0%,1.0,5.0,0.0,0.0,97.0,57.0,58.8%,19.0,41.0,25.0,61.0%,11.0,94.0,0.0,3.0,106.0,0.0,0.0,0.0,0.0,0.0%,8,[ 8186 14801 15103 22099  4332  3566 86309 26518  8410 20458]
434142,fabrizio,caligara,fabrizio caligara,2000-04-12,16,70,180,left,cagliari calcio,,Italy,Borgomanero,MD,CM,Active,1800000.0,1800000.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/386574-1609841206.jpg?lm=1,2.0,0.0,0.0,0.0%,0.0,0.0%,0.0,0.0,0.0%,7.0,6.0,85.7%,0.0,0.0,0.0,0.0,0.0%,0.0,1.0,0.0,0.0,0.0,0.0,0.0%,0.0,1.0,0.0,0.0%,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0%,0,[ 20690 259531   8537 272280   3541 406156 231713 353241  26378 262384]
8192,martin,olsson,martin olsson,1988-05-17,28,81,178,left,swansea city afc,sweden,Sweden,Gävle,DF,LB,Active,300000.0,5000000.0,2024-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/38073-1464870471.jpg?lm=1,41.0,20.0,2.0,10.0%,0.0,0.0%,0.0,0.0,0.0%,1379.0,1027.0,74.5%,8.0,1.0,52.0,49.0,94.2%,53.0,43.0,0.0,1.0,103.0,58.0,56.3%,34.0,77.0,30.0,39.0%,9.0,145.0,0.0,35.0,158.0,0.0,0.0,0.0,0.0,0.0%,9,[ 91702 216074 116269   3310   7939   3269  51217   7885   8306 136441]
368642,giovanni,crociata,giovanni crociata,1997-08-11,19,67,174,right,fc crotone,,Italy,Palermo,MD,CM,Active,450000.0,1400000.0,2023-06-30 00:00:00,World Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/291400-1591171610.jpg?lm=1,11.0,9.0,3.0,33.3%,1.0,11.1%,0.0,0.0,0.0%,76.0,56.0,73.7%,1.0,0.0,3.0,3.0,100.0%,1.0,11.0,0.0,0.0,9.0,3.0,33.3%,3.0,11.0,4.0,36.4%,1.0,9.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0%,15,[238832  37796 498357 112392 269490 454388  55224 226005 207061 221039]
8200,steven n'kemboanza mike christopher,n'zonzi,steven n'kemboanza mike christopher n'zonzi,1988-12-15,28,75,196,right,as roma,france,France,Colombes,MD,DM,Active,4000000.0,30000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/73734-1572952277.jpg?lm=1,32.0,18.0,5.0,27.8%,1.0,5.6%,0.0,0.0,0.0%,1812.0,1670.0,92.2%,1.0,2.0,10.0,10.0,100.0%,7.0,12.0,0.0,0.0,179.0,132.0,73.7%,27.0,86.0,35.0,40.7%,3.0,124.0,0.0,8.0,128.0,0.0,0.0,0.0,0.0,0.0%,1,[ 16826 241966   3409  25861  20938  15430   7585    625   3650 269060]
8213,ruben,rochina naixes,ruben rochina naixes,1991-03-23,25,76,182,left,levante ud,,Spain,Sagunt,MD,RW,Active,1500000.0,4000000.0,2023-06-30 00:00:00,Promoesport,https://img.a.transfermarkt.technology/portrait/header/67548-1447231325.jpg?lm=1,6.0,7.0,1.0,14.3%,1.0,14.3%,0.0,0.0,0.0%,81.0,64.0,79.0%,0.0,0.0,3.0,3.0,100.0%,0.0,4.0,0.0,0.0,2.0,0.0,0.0%,7.0,9.0,1.0,11.1%,2.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0%,18,[ 51262 265318  21290  17136 299121 253551 286388  29590  16922 282194]
8249,marouane,fellaini-bakkioui,marouane fellaini-bakkioui,1987-11-22,29,85,194,right,manchester united fc,belgium,Belgium,Etterbeek,MD,CM,Active,2500000.0,28000000.0,2025-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/39679-1549036391.jpg?lm=1,24.0,15.0,7.0,46.7%,5.0,33.3%,0.0,0.0,0.0%,570.0,503.0,88.2%,1.0,0.0,2.0,2.0,100.0%,1.0,10.0,0.0,0.0,132.0,70.0,53.0%,23.0,88.0,44.0,50.0%,3.0,55.0,0.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0%,14,[ 25650  25470 134369   7932   3674 279734    262  15811  21288   4363]
41034,rafael,toloi,rafael toloi,1990-10-10,26,75,185,right,atalanta bergamasca calcio,,Brazil,Glória D'Oeste,DF,CB,Active,8000000.0,16000000.0,2024-06-30 00:00:00,Madeira Sports,https://img.a.transfermarkt.technology/portrait/header/72441-1663583172.jpg?lm=1,31.0,18.0,6.0,33.3%,1.0,5.6%,0.0,0.0,0.0%,1532.0,1283.0,83.7%,3.0,3.0,17.0,16.0,94.1%,6.0,25.0,0.0,0.0,93.0,51.0,54.8%,73.0,75.0,38.0,50.7%,19.0,188.0,0.0,3.0,210.0,0.0,0.0,0.0,0.0,0.0%,17,[ 25995 235597  14687  26307 286380 286380 286380 286380 225996 173212]
8268,benoit,assou-ekotto,benoit assou-ekotto,1984-03-24,32,70,178,left,,,France,Arras,DF,LB,Active,,13000000.0,,,https://img.a.transfermarkt.technology/portrait/header/18310-1448352691.jpg?lm=1,13.0,2.0,0.0,0.0%,0.0,0.0%,0.0,0.0,0.0%,504.0,391.0,77.6%,1.0,0.0,0.0,0.0,0.0%,7.0,4.0,0.0,0.0,16.0,5.0,31.2%,15.0,33.0,14.0,42.4%,16.0,60.0,0.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0%,12,[376565 397028 485794  86722  89073 125512 137298 405597  77544 361779]
8278,gareth frank,bale,gareth frank bale,1989-07-16,27,81,185,left,real madrid club de futbol,wales,Wales,Cardiff,FW,RW,Active,,90000000.0,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/39381-1658665343.jpg?lm=1,32.0,87.0,42.0,48.3%,16.0,18.4%,1.0,1.0,100.0%,923.0,736.0,79.7%,30.0,2.0,42.0,38.0,90.5%,34.0,64.0,6.0,2.0,130.0,68.0,52.3%,16.0,89.0,26.0,29.2%,15.0,55.0,0.0,31.0,88.0,0.0,0.0,0.0,0.0,0.0%,4,[ 25776 173214   7972  26638    122 105541  11066  69411  11156  70129]
8287,luka,modric,luka modric,1985-09-09,31,66,172,right,real madrid club de futbol,croatia,Jugoslawien (SFR),Zadar,MD,CM,Active,10000000.0,55000000.0,2023-06-30 00:00:00,Universal Twenty Two,https://img.a.transfermarkt.technology/portrait/header/27992-1661426133.jpg?lm=1,36.0,46.0,12.0,26.1%,3.0,6.5%,4.0,3.0,75.0%,2179.0,1944.0,89.2%,14.0,5.0,44.0,39.0,88.6%,15.0,63.0,0.0,5.0,46.0,23.0,50.0%,28.0,83.0,28.0,33.7%,28.0,115.0,0.0,22.0,160.0,0.0,0.0,0.0,0.0,0.0%,4,[26120 14723 69968  7944 28990 25541  3384 77558  3542 62389]
41056,thiago henrique,mendes ribeiro,thiago henrique mendes ribeiro,1992-03-15,24,78,176,right,lille osc metropole,,Brazil,São Luís,MD,DM,Active,6000000.0,25000000.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/135617-1672830920.jpg?lm=1,31.0,38.0,14.0,36.8%,3.0,7.9%,0.0,0.0,0.0%,1287.0,1123.0,87.3%,8.0,3.0,19.0,18.0,94.7%,7.0,34.0,1.0,1.0,38.0,19.0,50.0%,26.0,95.0,39.0,41.1%,11.0,84.0,0.0,14.0,116.0,0.0,0.0,0.0,0.0,0.0%,1,[  3318  28122 209091  40550 265172    116  16110  86301   3543 356237]
8291,sandro,ranieri guimaraes cordeiro,sandro ranieri guimaraes cordeiro,1989-03-15,27,75,187,right,benevento calcio,,Brazil,Riachinho,MD,CB,Active,200000.0,17000000.0,,Velop4 Sports Ltd.,https://img.a.transfermarkt.technology/portrait/header/74590-1462194373.jpg?lm=1,14.0,15.0,4.0,26.7%,1.0,6.7%,0.0,0.0,0.0%,687.0,617.0,89.8%,1.0,0.0,3.0,2.0,66.7%,2.0,3.0,0.0,0.0,34.0,17.0,50.0%,29.0,44.0,21.0,47.7%,11.0,98.0,0.0,4.0,112.0,0.0,0.0,0.0,0.0,0.0%,1,[ 25939  43515   3928 295569 395114 134294 165425  20620  25798  28230]
8292,danny,rose,danny rose,1990-07-02,26,76,174,left,tottenham hotspur fc,england,England,Doncaster,DF,LB,Active,1000000.0,30000000.0,,Gea World,https://img.a.transfermarkt.technology/portrait/header/50174-1518794758.jpg?lm=1,18.0,10.0,1.0,10.0%,0.0,0.0%,0.0,0.0,0.0%,654.0,529.0,80.9%,4.0,0.0,9.0,9.0,100.0%,21.0,47.0,0.0,1.0,25.0,9.0,36.0%,23.0,42.0,21.0,50.0%,18.0,54.0,0.0,15.0,77.0,0.0,0.0,0.0,0.0,0.0%,9,[ 25532  25849  28907 134540  56009    454 209012    110  21550 135901]
8297,giovani,dos santos ramirez,giovani dos santos ramirez,1989-05-11,27,74,175,left,,mexico,Mexico,Monterrey,FW,SS,Retired,,12000000.0,,,https://img.a.transfermarkt.technology/portrait/header/44674-1565165236.png?lm=1,1.0,0.0,0.0,0.0%,0.0,0.0%,0.0,0.0,0.0%,4.0,3.0,75.0%,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,1.0,0.0,0.0%,0.0,0.0,0.0,0.0%,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0%,0,[373636 347366  62344 364640  65207 263092  86200 112522 342075 391387]
8306,aleksandar,kolarov,aleksandar kolarov,1985-11-10,31,83,187,left,as roma,serbia,Jugoslawien (SFR),Belgrad,DF,LB,Active,,17000000.0,,World Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/46156-1488890886.jpg?lm=1,38.0,37.0,7.0,18.9%,0.0,0.0%,0.0,0.0,0.0%,2147.0,1725.0,80.3%,25.0,7.0,57.0,55.0,96.5%,69.0,84.0,6.0,22.0,105.0,71.0,67.6%,39.0,67.0,34.0,50.7%,9.0,192.0,0.0,54.0,207.0,0.0,0.0,0.0,0.0,0.0%,9,[216074  91702   3310 116269   8192  51217  15125   3269  40301  20436]
8307,vincent,kompany,vincent kompany,1986-04-10,30,85,193,right,manchester city fc,belgium,Belgium,Uccle,DF,CB,Active,,35000000.0,,,https://img.a.transfermarkt.technology/portrait/header/9594-1454414462.jpg?lm=1,22.0,11.0,3.0,27.3%,1.0,9.1%,0.0,0.0,0.0%,1674.0,1579.0,94.3%,0.0,1.0,3.0,3.0,100.0%,0.0,4.0,0.0,0.0,73.0,50.0,68.5%,25.0,50.0,35.0,70.0%,12.0,108.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0%,17,[  9380  20707   3300  20579  20811 336829 134427   3496   3970  14870]
8309,karim,rekik,karim rekik,1994-12-02,22,79,186,left,hertha bsc,,Netherlands,Den Haag,DF,CB,Active,4000000.0,15000000.0,2025-06-30 00:00:00,Juzzt Football,https://img.a.transfermarkt.technology/portrait/header/182579-1599990525.jpg?lm=1,26.0,7.0,2.0,28.6%,2.0,28.6%,0.0,0.0,0.0%,1275.0,1135.0,89.0%,0.0,1.0,4.0,4.0,100.0%,0.0,4.0,0.0,0.0,114.0,66.0,57.9%,41.0,76.0,39.0,51.3%,22.0,128.0,0.0,2.0,152.0,0.0,0.0,0.0,0.0,0.0%,11,[ 70088  22270   3277 352988  29474 146588  86366   3788     77  25883]
8315,nigel,de jong,nigel de jong,1984-11-30,32,72,174,right,1. fsv mainz 05,,Netherlands,Amsterdam,MD,DM,Active,,21000000.0,,Juzzt Football,https://img.a.transfermarkt.technology/portrait/header/4672-1448982742.jpg?lm=1,11.0,1.0,0.0,0.0%,0.0,0.0%,0.0,0.0,0.0%,332.0,284.0,85.5%,0.0,0.0,0.0,0.0,0.0%,1.0,0.0,0.0,0.0,21.0,16.0,76.2%,9.0,33.0,15.0,45.5%,15.0,52.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0%,12,[  5907 396539  14932  28251 167118  29642 419784  25433   3677   8744]
8317,david josue,jimenez silva,david josue jimenez silva,1986-01-08,30,67,173,left,manchester city fc,spain,Spain,Arguineguín,MD,AM,Active,4000000.0,50000000.0,2024-06-30 00:00:00,IFM,https://img.a.transfermarkt.technology/portrait/header/35518-1683269363.jpg?lm=1,37.0,65.0,21.0,32.3%,9.0,13.8%,0.0,0.0,0.0%,2780.0,2477.0,89.1%,15.0,10.0,35.0,35.0,100.0%,24.0,35.0,1.0,7.0,49.0,20.0,40.8%,25.0,92.0,32.0,34.8%,10.0,77.0,0.0,44.0,112.0,0.0,0.0,0.0,0.0,0.0%,3,[    54 230883  38021  14812  25715 226200 278289  26512   8471  20556]
8323,denis,suarez fernandez,denis suarez fernandez,1994-01-06,22,69,176,right,fc barcelona,,Spain,Salceda de Caselas,MD,AM,Active,5000000.0,18000000.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/165007-1447239749.jpg?lm=1,18.0,11.0,5.0,45.5%,2.0,18.2%,0.0,0.0,0.0%,346.0,299.0,86.4%,2.0,2.0,16.0,16.0,100.0%,2.0,35.0,0.0,2.0,5.0,3.0,60.0%,5.0,29.0,10.0,34.5%,0.0,14.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0%,15,[ 99453  57480   3708 454388  55224 112392   7945   3576  19392 368642]
8325,sergio leonel,aguero del castillo,sergio leonel aguero del castillo,1988-06-02,28,70,173,right,manchester city fc,argentina,Argentina,Quilmes,FW,CF,Active,,80000000.0,,Eleven Talent Group,https://img.a.transfermarkt.technology/portrait/header/26399-1580460866.jpg?lm=1,29.0,92.0,41.0,44.6%,19.0,20.7%,4.0,4.0,100.0%,670.0,561.0,83.7%,16.0,6.0,31.0,31.0,100.0%,8.0,55.0,0.0,0.0,40.0,17.0,42.5%,9.0,89.0,22.0,24.7%,3.0,27.0,0.0,29.0,52.0,0.0,0.0,0.0,0.0,0.0%,4,[  3682   3323   3322  21174 120353  21384  89186   8326    122 206314]
8326,mario,barwuah balotelli,mario barwuah balotelli,1990-08-12,26,88,189,right,o.g.c. nice cote d'azur,italy,Italy,Palermo,FW,CF,Active,2000000.0,32000000.0,2024-06-30 00:00:00,Team Raiola,https://img.a.transfermarkt.technology/portrait/header/45146-1663830086.jpg?lm=1,28.0,76.0,37.0,48.7%,11.0,14.5%,7.0,6.0,85.7%,730.0,568.0,77.8%,7.0,1.0,15.0,14.0,93.3%,3.0,47.0,10.0,5.0,79.0,32.0,40.5%,5.0,87.0,27.0,31.0%,1.0,43.0,0.0,24.0,71.0,0.0,0.0,0.0,0.0,0.0%,4,[206314  21384  20479  21174   8717  25867  14817   3322   3682  12829]
8327,edin,dzeko,edin dzeko,1986-03-17,30,84,193,right,as roma,,Jugoslawien (SFR),Sarajevo,FW,CF,Active,4000000.0,32000000.0,2023-06-30 00:00:00,World Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/28396-1661268909.jpg?lm=1,36.0,144.0,57.0,39.6%,16.0,11.1%,0.0,0.0,0.0%,704.0,530.0,75.3%,12.0,3.0,10.0,10.0,100.0%,6.0,34.0,0.0,0.0,227.0,124.0,54.6%,11.0,135.0,43.0,31.9%,1.0,48.0,0.0,30.0,88.0,0.0,0.0,0.0,0.0,0.0%,10,[  7905  21234 395636   3324 269152  86243  14945  25716  64995 333913]
41127,pablo,nascimento castro,pablo nascimento castro,1991-06-21,25,86,188,right,fc girondins de bordeaux,,Brazil,São Luís,DF,CB,Active,3000000.0,10000000.0,2025-12-31 00:00:00,GR2,https://img.a.transfermarkt.technology/portrait/header/149577-1617369576.png?lm=1,15.0,5.0,4.0,80.0%,0.0,0.0%,0.0,0.0,0.0%,611.0,541.0,88.5%,1.0,1.0,3.0,3.0,100.0%,0.0,3.0,0.0,0.0,65.0,40.0,61.5%,9.0,36.0,23.0,63.9%,2.0,89.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0%,11,[ 32577   3468  20518   7857 221172 337682 224080  26332 275121 286915]
8410,mile,jedinak,mile jedinak,1984-08-03,32,78,188,right,,australia,Australia,Sydney,MD,DM,Active,,6000000.0,,,https://img.a.transfermarkt.technology/portrait/header/28336-1529585564.jpg?lm=1,3.0,4.0,1.0,25.0%,0.0,0.0%,2.0,2.0,100.0%,164.0,142.0,86.6%,0.0,0.0,0.0,0.0,0.0%,2.0,0.0,0.0,0.0,21.0,12.0,57.1%,5.0,11.0,3.0,27.3%,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0%,8,[ 20458 215869  20636  20433   8126  14990 292991  15103 112377   8186]
8464,fabian,delph,fabian delph,1989-11-21,27,60,174,left,manchester city fc,england,England,Bradford,MD,CM,Active,,15000000.0,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/50362-1583252426.jpg?lm=1,26.0,13.0,4.0,30.8%,1.0,7.7%,0.0,0.0,0.0%,1732.0,1627.0,93.9%,2.0,1.0,18.0,16.0,88.9%,9.0,24.0,0.0,0.0,58.0,19.0,32.8%,34.0,81.0,34.0,42.0%,29.0,74.0,0.0,5.0,105.0,0.0,0.0,0.0,0.0,0.0%,9,[215281  22107   4452  15014   3434  14869  21550    110  14800  56009]
8480,kasper,schmeichel,kasper schmeichel,1986-11-05,30,76,185,right,leicester city fc,denmark,Denmark,Kopenhagen,GK,GK,Active,2500000.0,12000000.0,2025-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/16911-1659600543.jpg?lm=1,37.0,0.0,0.0,0.0%,0.0,0.0%,0.0,0.0,0.0%,721.0,566.0,78.5%,0.0,0.0,1.0,0.0,0.0%,1.0,1.0,0.0,2.0,17.0,15.0,88.2%,0.0,5.0,4.0,80.0%,0.0,60.0,0.0,0.0,60.0,1.0,76.0,169.0,117.0,69.2%,2,[ 8094 20832 49855 86319 83574 49968 20483 12242  8726  8425]
8514,simon,mignolet,simon mignolet,1988-03-06,28,87,193,right,liverpool fc,belgium,Belgium,Sint-Truiden,GK,GK,Active,5000000.0,14000000.0,2026-06-30 00:00:00,SportPlus,https://img.a.transfermarkt.technology/portrait/header/50219-1616529337.jpg?lm=1,19.0,0.0,0.0,0.0%,0.0,0.0%,0.0,0.0,0.0%,430.0,371.0,86.3%,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,12.0,9.0,75.0%,0.0,7.0,2.0,28.6%,2.0,35.0,0.0,0.0,37.0,0.0,27.0,63.0,39.0,61.9%,2,[ 15175  18704   3458 264084  14768  14766  25552  70273  25632   3785]
